yeartime,monthtime,customerid,amount,maxbalance,minbalance
2016,9,74,29675.7553697,54945.201434,28566.9606411
2016,10,74,65192.1996477,55766.5899757,26340.5611402
2016,11,74,33239.3107625,61978.2503605,32527.3379853
2016,12,74,37084.4688436,51344.7974906,23772.9508265
2017,1,74,31661.8506819,55116.714013,31443.3806796
2017,2,74,7256.96512085,15027.6791338,7770.71401296
2014,1,75,29378.4820308,43655.8741927,16479.5601333
2014,2,75,34493.2955002,49489.6821587,21499.9833607
2014,3,75,36682.9902549,69097.0164875,37547.9826282
2014,4,75,33046.7947493,69983.8087367,41470.0863735
2014,5,75,25838.3333333,56686.8850768,14574.8250223
2014,6,75,25838.3333333,53002.4768892,27164.1435559
2014,7,75,30215.3337799,59409.2202589,33570.8869255
2014,8,75,27140.5844236,45396.8240567,19558.4907234
2014,9,75,31455.2838213,42410.1996349,13003.1240082
2014,10,75,39126.1994861,44123.7405276,9413.18241414
2014,11,75,42315.6329796,45709.5212668,10447.5385454
2014,12,75,36960.0626564,45831.5289212,19993.1955878
2015,1,75,43014.9543213,50793.1753346,13536.1835791
2015,2,75,38364.5467135,53928.5094705,17174.1484816
2015,3,75,41288.719423,70883.3029778,33681.3209526
2015,4,75,52100.3352613,69745.6330388,35914.5350675
2015,5,75,41602.4543651,102036.508323,69620.0993571
2015,6,75,44071.0106955,123476.801299,79405.7906039
2015,7,75,57422.4660462,147132.173053,115811.502251
2015,8,75,43402.2542658,155988.350526,112586.09626
2015,9,75,36489.9609867,152669.189728,126830.856394
2015,10,75,34885.7190696,137320.306162,100228.969412
2015,11,75,42347.2068379,63958.9806201,27817.4605499
2015,12,75,36081.9017098,59042.264966,33203.9316326
2016,1,75,36686.728873,65923.3901553,31492.6601295
2016,2,75,35455.9062564,73341.6781975,37885.7719411
2016,3,75,36098.1227996,54360.1903717,21693.7934832
2016,4,75,39424.0920662,67709.8025783,41558.7945743
2016,5,75,35470.3692998,59860.186576,33464.7766162
2016,6,75,36383.5675233,34628.6798059,8790.34647253
2016,7,75,41939.4143013,55663.0151826,21525.8687822
2016,8,75,25838.3333333,47837.4017698,21999.0684365
2016,9,75,29135.2368998,59035.7776602,29900.5407604
2016,10,75,33496.8125949,53146.445677,19649.6330821
2016,11,75,38794.2873623,34567.5745259,4223.71523312
2016,12,75,40887.5621771,42847.9303656,3761.640841
2017,1,75,25838.3333333,42424.4325867,16586.0992534
2017,2,75,5766.81379234,38422.2300605,32655.4162682
2014,1,76,17320.2437233,22246.1129088,10135.8853
2014,2,76,28806.2426504,37669.1741965,22100.6283924
2014,3,76,19586.30441,35563.7493445,23952.7493445
2014,4,76,32057.7105514,56931.9479056,33214.2630865
2014,5,76,25464.1852943,63017.6119492,37553.4266549
2014,6,76,24063.6888918,56024.2796095,42021.7959352
2014,7,76,25784.9321275,48590.0579355,36979.0579355
2014,8,76,48592.123671,71276.8700522,35163.2771369
2014,9,76,33178.2154829,77611.5930833,58813.8067708
2014,10,76,16364.8130796,60893.7885796,35814.6095233
2014,11,76,23372.5473054,48459.5424538,31085.5950827
2014,12,76,21770.4064177,42976.5037982,31365.5037982
2015,1,76,18933.9930529,43692.36756,26869.3745071
2015,2,76,19059.439938,42318.3792139,28013.9309953
2015,3,76,45831.526524,56313.2144529,30046.3271474
2015,4,76,19685.271525,51545.8396621,30111.0983493
2015,5,76,19179.6599473,49780.5904449,32711.9304975
2015,6,76,23571.5277612,52418.6140501,30644.8378416
2015,7,76,31986.8912734,54509.5520179,34572.4209165
2015,8,76,33850.9659591,54975.6521375,33961.0701586
2015,9,76,13573.1700849,42756.3218712,20605.1507064
2015,10,76,11611.0,23869.697269,12258.697269
2015,11,76,25513.4053068,28326.7973904,6807.07394902
2015,12,76,48975.1375375,70002.7134351,31230.4090115
2016,1,76,22600.4071085,78184.4605436,57695.0534351
2016,2,76,14077.7697628,62459.0010291,48381.2312663
2016,3,76,36879.4514205,60254.9228351,34485.4059635
2016,4,76,17750.3925618,41589.604619,23839.2120572
2016,5,76,27574.942419,43455.5520755,29624.3129957
2016,6,76,34652.4585633,61812.7059332,27160.2473699
2016,7,76,21243.3577219,66932.0815789,46247.5226609
2016,8,76,21567.0193344,64052.8693424,45245.9483944
2016,9,76,24837.8753354,59583.9155119,34746.0401765
2016,10,76,23657.8637461,67399.0002698,41950.8970169
2016,11,76,19531.3946236,37663.5266707,15335.2332702
2016,12,76,17619.817609,21012.7390358,9401.7390358
2017,1,76,16645.8614676,19016.9467615,2371.08529385
2017,2,76,10919.7596419,25626.7396907,14706.9800488
2014,1,77,30084.3273995,49632.6473995,19548.32
2014,2,77,32285.3416787,62042.3510462,34581.0177128
2014,3,77,40936.1390472,74303.6913755,38906.6526546
2014,4,77,33011.2489254,53531.0582459,23111.3166549
2014,5,77,45037.76003,72204.4344853,40681.1699128
2014,6,77,27461.3333333,46413.2673332,11254.986015
2014,7,77,43091.778933,51066.4988478,13511.7340479
2014,8,77,33306.9888004,45034.537498,17573.2041647
2014,9,77,51666.2234844,71187.6192811,31807.0899746
2014,10,77,43113.0376668,75791.5514428,41388.7493827
2014,11,77,39156.3633469,45293.0202978,15888.5062356
2014,12,77,40623.7474957,51376.0491738,22548.6671332
2015,1,77,30788.9804926,66794.5068768,39333.1735435
2015,2,77,30774.386452,57051.8836563,27677.3869193
2015,3,77,27461.3333333,48688.525958,21227.1926247
2015,4,77,30396.8302473,51872.6745161,24411.3411827
2015,5,77,55759.6812015,93189.4233312,42421.7421297
2015,6,77,48955.5467174,84656.3941445,51808.0620572
2015,7,77,42597.1693458,81396.8616462,48102.7075161
2015,8,77,37038.2125322,74573.6991768,38908.489146
2015,9,77,73728.9598638,82985.887917,30945.5590182
2015,10,77,50179.4750232,96399.9973577,60927.3306407
2015,11,77,48845.4266923,87584.585571,50644.505977
2015,12,77,72604.2040855,95599.425572,56032.1974698
2016,1,77,34448.7671905,89414.6531051,54965.8859146
2016,2,77,45681.2389052,101334.73504,73873.4017068
2016,3,77,27461.3333333,80738.3229759,53276.9896425
2016,4,77,58148.101704,115221.057244,57072.9555403
2016,5,77,42233.4282037,98237.8879996,68832.1755037
2016,6,77,45162.0458781,93421.1030954,58713.2235738
2016,7,77,48824.4152492,106892.946325,73096.6823168
2016,8,77,53845.4579879,92952.2189278,54468.8205238
2016,9,77,31399.2125979,74116.5910758,46341.8244523
2016,10,77,51132.6105244,77401.8375855,41979.9421996
2016,11,77,40437.5475658,65758.3029417,29887.4678645
2016,12,77,49531.1098674,76618.9968375,38230.1866431
2017,1,77,31997.4661799,52173.4634915,24712.1301582
2017,2,77,7205.34908719,43098.3813947,26327.5662582
2014,1,78,29454.9931999,44892.7735585,16471.1068919
2014,2,78,43623.5464352,62640.777829,29007.2157362
2014,3,78,54360.1576854,77016.5803941,29180.6081318
2014,4,78,39204.7481537,84754.5483742,50616.5133748
2014,5,78,35805.2653865,93008.4063644,62632.3509732
2014,6,78,39206.7573416,88291.4053207,59869.738654
2014,7,78,50548.7767823,88554.0292245,55488.5194722
2014,8,78,35485.6643798,88682.9537432,60261.2870765
2014,9,78,45837.6055372,81342.2348979,41533.3893512
2014,10,78,47468.285768,96616.4095508,42820.7711031
2014,11,78,54990.2745222,93105.1169305,58879.0511158
2014,12,78,44354.58256,76434.9107242,44212.5896628
2015,1,78,28421.6666667,57045.8204756,28624.1538089
2015,2,78,36421.8271058,55015.1165309,26593.4498643
2015,3,78,49624.1838775,57953.2985001,17039.079318
2015,4,78,48919.5989342,76459.8376278,37913.9713827
2015,5,78,31537.3288405,64819.7555683,23891.6802298
2015,6,78,39520.434662,48260.420443,16291.7910712
2015,7,78,54409.1108531,72328.9907459,35138.7320066
2015,8,78,39768.6753165,61668.3528159,32417.621679
2015,9,78,48497.0512647,57214.0067404,20479.6195857
2015,10,78,43045.7737425,67782.2903668,39012.0704535
2015,11,78,47996.2614937,51332.7717186,10728.8234705
2015,12,78,32422.4390487,63825.9368907,33004.1232497
2016,1,78,39121.0137966,75610.0458301,39160.9380453
2016,2,78,46058.5162406,62283.5680313,26101.9511051
2016,3,78,48381.8445756,55733.9208872,18514.9251473
2016,4,78,36116.7637501,61699.7949638,30120.9577997
2016,5,78,50734.92374,68462.8336253,39123.8674053
2016,6,78,40613.3109021,68269.4880321,34706.0713304
2016,7,78,49774.4504761,82615.5178278,43546.5713061
2016,8,78,34569.4463414,68423.7303358,33854.2839944
2016,9,78,46658.3823182,90575.2046911,62153.5380244
2016,10,78,63482.7451762,123323.195352,65007.4501754
2016,11,78,37569.5085105,127636.31737,71663.4048963
2016,12,78,28421.6666667,91317.55028,62895.8836133
2017,1,78,52918.2054899,114747.890836,78449.4138588
2017,2,78,0.0,91941.7291548,76661.1389478
2014,1,79,12376.9147595,20956.8547595,8579.94
2014,2,79,13483.4074239,22962.5842454,10909.5842454
2014,3,79,37152.2120577,41676.1629866,8231.44915837
2014,4,79,13468.2982563,36360.7125866,17123.2378032
2014,5,79,17067.8421053,36748.4437158,21871.6016105
2014,6,79,23207.9818898,39831.3901177,17190.3141487
2014,7,79,31626.1758636,56767.0407008,33035.7730386
2014,8,79,28856.220278,46378.4245902,28153.6542149
2014,9,79,26088.7885019,31066.5853198,4977.79681792
2014,10,79,26589.8966861,38488.100794,13958.9457505
2014,11,79,20204.6230411,41585.4090486,23756.7857755
2014,12,79,20043.3990712,36824.8578409,21052.4255699
2015,1,79,16409.474662,33626.9324775,21573.9324775
2015,2,79,15392.5063866,30651.5347848,16658.9181131
2015,3,79,14945.2415427,19760.5132359,6881.40104726
2015,4,79,28939.8117025,32717.0970267,7122.02302235
2015,5,79,14787.9247176,35337.1602207,23284.1602207
2015,6,79,28885.8802677,42896.5687081,15773.6256724
2015,7,79,12053.0,39798.0334691,15920.0889367
2015,8,79,22076.0201464,32640.3173574,7670.46564267
2015,9,79,42296.7275995,51873.3026238,14438.9923884
2015,10,79,19741.7219709,59562.0245947,25191.7131114
2015,11,79,28969.1147511,31631.6255537,6970.34925094
2015,12,79,31238.6924219,39283.3450642,20149.9610853
2016,1,79,22442.1823592,36829.3782995,16763.7749504
2016,2,79,12053.0,34887.4225277,22834.4225277
2016,3,79,18857.5010812,32197.1034689,19235.3888196
2016,4,79,31628.4801003,51039.6432857,26250.9461316
2016,5,79,26943.8141112,60508.4909334,24619.2100796
2016,6,79,18030.8403074,31324.3667703,13293.5264629
2016,7,79,45774.3092433,56007.5372461,10233.2280028
2016,8,79,26412.4088093,39566.5142977,26689.3752611
2016,9,79,42715.0280184,66622.3154393,26098.2874209
2016,10,79,26555.1100582,69921.1112565,52064.3473135
2016,11,79,18858.9578105,66126.0251703,47267.0673598
2016,12,79,33582.8200839,90587.4170452,59195.5969613
2017,1,79,33666.4301126,81803.0456176,61499.6017669
2017,2,79,0.0,65461.8155725,54361.2081934
2014,1,80,19295.4233333,25927.1781493,8740.844816
2014,2,80,21275.1783146,28790.2793522,10773.0910287
2014,3,80,28392.5413828,30669.1919283,12947.9207505
2014,4,80,24130.461974,33291.7220793,12956.3179697
2014,5,80,48413.7912326,60101.729716,19186.2678784
2014,6,80,18395.42431,40869.1762069,16590.24654
2014,7,80,54525.2399882,64883.7886921,16632.8178036
2014,8,80,24449.1834015,64586.8736101,47400.5402768
2014,9,80,17186.3333333,47641.6555207,17338.1620899
2014,10,80,24830.2485858,40519.1058624,23332.772529
2014,11,80,35110.7698757,42275.5479766,13288.561598
2014,12,80,33386.4634552,40274.3918857,15959.5844273
2015,1,80,26132.9561047,43115.5249134,20721.0465608
2015,2,80,27278.1226191,42419.527814,16704.3653183
2015,3,80,25097.207881,42838.4513675,23372.1962257
2015,4,80,29712.9896839,48612.5085323,29475.7162756
2015,5,80,37562.4197232,64138.9961216,27425.6199757
2015,6,80,20464.8091188,42097.7290207,24911.3956874
2015,7,80,40473.0925931,42721.6600004,14138.5939841
2015,8,80,32056.5308355,63378.2190227,34445.6881872
2015,9,80,33010.70454,54605.9615033,30018.6187467
2015,10,80,45732.9724857,65904.0569201,20171.0844344
2015,11,80,17186.3333333,45608.1122443,28421.778911
2015,12,80,25064.7410179,39679.9014856,20316.1095606
2016,1,80,32121.8210285,53846.8740178,21725.0529893
2016,2,80,26770.3562187,53308.4052776,25479.2809816
2016,3,80,28950.6865947,37852.3349387,19696.7361843
2016,4,80,27315.4524653,51132.0737746,23816.6213094
2016,5,80,17186.3333333,31422.0671533,14235.73382
2016,6,80,18242.9738236,30984.9538917,12741.9800681
2016,7,80,44480.880832,48209.7446507,20395.5016036
2016,8,80,17186.3333333,47000.6470351,29814.3137018
2016,9,80,40169.6029214,61313.2037596,26564.6849001
2016,10,80,23546.6366648,52997.2691017,32574.6324369
2016,11,80,39638.5470793,58210.1593963,28748.6283745
2016,12,80,37198.4887821,58123.6353465,33895.8848214
2017,1,80,37220.80896,71428.0859722,39036.5137589
2017,2,80,0.0,47106.1866974,35503.0730918
2014,1,81,17113.1153339,18637.2377779,7497.17400133
2014,2,81,31753.353901,36586.7054551,10228.9519001
2014,3,81,20197.2174377,35784.6891412,18035.4833272
2014,4,81,16237.9179196,31208.0514141,12980.1272745
2014,5,81,20874.5370153,34660.6557347,13786.1187194
2014,6,81,22132.8672603,33396.1522532,17196.4403382
2014,7,81,29107.7286215,47286.9736362,28010.578348
2014,8,81,41779.1504473,60844.8455415,40506.3218464
2014,9,81,9831.33333333,44412.9063014,29011.1918287
2014,10,81,28734.5755481,46904.1217469,18169.5461988
2014,11,81,46853.8631491,61072.1002703,31341.9196246
2014,12,81,16941.5138484,69457.4331286,54144.1641849
2015,1,81,24344.2897132,79386.0233325,57983.551442
2015,2,81,26975.6852718,64825.7989829,41920.8013236
2015,3,81,37173.0515879,46161.1940648,31577.5279191
2015,4,81,18320.4821948,61167.1485794,42846.6663845
2015,5,81,15387.3849007,57834.624623,44416.6400461
2015,6,81,15843.9832299,57093.2206535,41249.2374235
2015,7,81,16351.547004,58915.9770487,46547.5067562
2015,8,81,29290.3201519,51625.0817109,36452.7115025
2015,9,81,57311.359142,60768.3545622,36812.5068065
2015,10,81,15395.8834481,59019.8365943,47537.530576
2015,11,81,23941.6592812,58008.3095859,40759.7104902
2015,12,81,24683.4202459,67944.8748188,45048.4545729
2016,1,81,19904.2671578,77324.2789582,57420.0118004
2016,2,81,13485.2331084,66675.8650582,41240.0710908
2016,3,81,23704.463727,48625.1845559,29427.2144061
2016,4,81,21567.7999031,59343.3393744,37775.5394713
2016,5,81,11883.0165139,52329.5268837,42498.1935504
2016,6,81,27506.5802009,76210.9727703,48704.3925694
2016,7,81,29747.3426758,74605.9128745,51312.1221022
2016,8,81,16576.3615356,60109.8179744,37141.2191118
2016,9,81,20142.1694604,54153.339327,39912.1459209
2016,10,81,43298.8169567,76705.4553555,33406.6383988
2016,11,81,37962.6178737,107081.622997,76194.8369496
2016,12,81,22619.3507532,101471.411036,80837.468904
2017,1,81,14095.4888179,83827.2742108,55706.7446465
2017,2,81,0.0,62993.8456287,61206.8456287
2014,1,82,23364.9595793,31628.470461,11722.15
2014,2,82,29888.226319,36790.3782376,23996.1267638
2014,3,82,28728.021838,44865.9037255,19248.0410599
2014,4,82,23615.3446517,36738.7884114,21317.8236721
2014,5,82,55341.1337482,63021.0731284,13663.0685981
2014,6,82,30227.1288939,65493.2321045,28875.9136403
2014,7,82,23565.8551184,44265.4357304,20699.580612
2014,8,82,22982.5234918,50534.4328852,33693.39263
2014,9,82,18242.4349578,44630.420785,28702.9858273
2014,10,82,17303.4490162,45030.0954236,28725.4741009
2014,11,82,21897.2677869,47438.3283107,31509.1543332
2014,12,82,16124.9148523,36929.5140293,18119.0048348
2015,1,82,30320.4416879,45094.6969359,21694.3460193
2015,2,82,20058.145615,37929.8968607,23300.7684607
2015,3,82,54537.0101561,78810.0426459,26588.0324898
2015,4,82,34086.471835,101086.373029,69314.9011944
2015,5,82,30969.9041765,93876.9205073,65222.0163308
2015,6,82,25503.0483017,100155.417444,74816.0968307
2015,7,82,12734.6666667,77296.1997264,46531.5330014
2015,8,82,40734.5280364,54561.4267271,31369.5641025
2015,9,82,15071.9893267,45831.5984507,25590.1915657
2015,10,82,25217.4088904,47759.9105626,14231.8100749
2015,11,82,29820.6537077,32190.8403975,4685.18668981
2015,12,82,23551.9370587,43008.1107895,20071.9787029
2016,1,82,20977.2344007,30609.0870398,17874.4203732
2016,2,82,26800.8409366,33894.9087557,7454.78924183
2016,3,82,17788.6701337,39413.7024995,21625.0323658
2016,4,82,16151.0275081,41415.4732521,25264.4457439
2016,5,82,15635.7534988,33960.6880667,15695.3763314
2016,6,82,30110.303837,44406.0788409,22747.8013894
2016,7,82,19106.3325039,55134.2935049,36027.9610009
2016,8,82,46219.6788131,48613.6337906,19322.3488968
2016,9,82,45253.6221885,73887.3320723,28633.7098837
2016,10,82,17670.7818104,82488.7962483,64818.0144379
2016,11,82,41037.6550841,100466.064605,75076.286331
2016,12,82,12734.6666667,95258.3654201,63280.4903463
2017,1,82,24586.2445722,68413.6413117,33562.551056
2017,2,82,3801.21369267,50335.8813294,39797.6082277
2014,1,83,32693.7243371,50719.8752066,21325.2433333
2014,2,83,36385.466468,48580.9856684,19751.762185
2014,3,83,28641.3333333,43686.0964487,15044.7631154
2014,4,83,29628.4753389,30853.9201114,1225.4447725
2014,5,83,37422.0301462,45380.2151319,16738.8817986
2014,6,83,56586.4722954,68936.1982258,16578.6952848
2014,7,83,40204.7076007,44942.8846171,8071.09651583
2014,8,83,45330.7311507,49134.2314614,7348.21718252
2014,9,83,45034.4468266,64060.5486034,35419.2152701
2014,10,83,54828.4427003,66901.5083625,33497.5144438
2014,11,83,39971.1325706,63780.9535271,32014.4700423
2014,12,83,42198.0846305,57519.9513569,25609.2792465
2015,1,83,35966.7612348,56374.8004425,20408.0392077
2015,2,83,48261.2199886,56256.4396205,16107.3509383
2015,3,83,36707.9617138,59129.7470888,30488.4137555
2015,4,83,38976.3715403,50260.2850255,7330.99478644
2015,5,83,39422.3493086,46944.8903383,18303.5570049
2015,6,83,40426.575735,51627.0609151,2929.10526847
2015,7,83,40103.7444895,45361.4847052,5257.74021572
2015,8,83,33333.4339666,50220.2029742,16886.7690076
2015,9,83,34223.950437,48360.3845354,19719.0512021
2015,10,83,28641.3333333,35515.8995573,6874.56622401
2015,11,83,50869.3479259,69532.8214716,30678.9822385
2015,12,83,33580.8052012,48226.9814416,19585.6481082
2016,1,83,30562.0829874,51286.5001772,20724.4171898
2016,2,83,40835.0209777,56675.5354866,26233.8019336
2016,3,83,44841.4569625,49889.3257872,16259.0274911
2016,4,83,31318.2075453,51720.4414357,22605.3655486
2016,5,83,45884.2647861,55222.1505604,13545.9089439
2016,6,83,47288.9231741,78808.7516597,31519.8284856
2016,7,83,31746.2988229,60124.0184512,28377.7196284
2016,8,83,50803.3368712,74391.5035758,32727.5242138
2016,9,83,34063.9818543,48732.7169127,20091.3835793
2016,10,83,35130.5589039,55221.9424832,24771.9313377
2016,11,83,48345.0840182,69143.8141785,36362.9722659
2016,12,83,34918.3807753,56006.4894846,17842.342983
2017,1,83,32713.9396412,36255.8672167,5445.56104633
2017,2,83,0.0,30526.5688323,19519.5207542
2014,1,84,12486.6666667,22688.3333333,10201.6666667
2014,2,84,22872.0504951,27367.535951,14147.6733333
2014,3,84,12486.6666667,27549.0427653,15062.3760987
2014,4,84,12486.6666667,23416.6863505,6378.0615742
2014,5,84,21490.3781978,22651.3410539,5066.98944787
2014,6,84,32334.6933714,30480.1823099,7152.3924476
2014,7,84,20027.7525616,41552.5029293,27543.6974299
2014,8,84,27959.923801,49096.0595758,25660.8922017
2014,9,84,27971.8519322,40092.9242435,17332.3436807
2014,10,84,12486.6666667,40194.6161495,27707.9494828
2014,11,84,12486.6666667,27109.6623427,14622.9956761
2014,12,84,12486.6666667,24834.5998228,12347.9331561
2015,1,84,20647.0586025,28824.9280749,8672.16292913
2015,2,84,12486.6666667,15627.5134969,3140.84683027
2015,3,84,16838.3923346,20691.5435743,3853.15123965
2015,4,84,21525.7607846,24810.7792154,6366.04656805
2015,5,84,22408.667477,38602.7481192,16194.0806423
2015,6,84,31660.9670679,44207.4202188,20620.223737
2015,7,84,24507.689469,40966.3427364,22239.6924059
2015,8,84,31962.2541255,57939.7428304,32167.8196862
2015,9,84,20494.0177096,52505.8399258,40019.1732591
2015,10,84,20594.6255114,45488.9628191,29890.2346857
2015,11,84,16530.6376197,43760.427849,29980.8213302
2015,12,84,12486.6666667,35796.5142375,23309.8475709
2016,1,84,13413.3583213,31841.2230819,16689.9983074
2016,2,84,15070.3725427,23309.0290376,6153.78583438
2016,3,84,29571.1588676,29713.5236175,8756.13535237
2016,4,84,29832.9600889,28329.0385603,4741.52361747
2016,5,84,48099.6520235,45658.9447424,18823.0500051
2016,6,84,25812.315659,58132.9561752,32320.6405162
2016,7,84,37318.0597733,66746.9836097,45307.6131876
2016,8,84,63382.2003809,75144.8440067,45689.1725097
2016,9,84,20630.0341117,71175.6222783,50545.5881667
2016,10,84,20110.219711,67837.6139695,39884.3986457
2016,11,84,20656.9334177,38085.7278914,23823.6563252
2016,12,84,33421.0039281,31929.9959901,6803.73838874
2017,1,84,38246.7757106,57705.634192,27348.7807657
2017,2,84,31314.1805963,80567.1250569,51522.9444606
2014,1,85,31678.0,57597.0,25919.0
2014,2,85,33687.7210792,65462.9044184,32116.445
2014,3,85,45078.0810647,70447.336831,35414.2571922
2014,4,85,37098.5148188,68693.6100644,37015.6100644
2014,5,85,37309.6054261,51304.927116,19142.748813
2014,6,85,63272.2878837,91832.0658688,28559.7779851
2014,7,85,45285.9441035,93442.2265888,58393.1696484
2014,8,85,72100.3676779,124285.017379,63248.2406239
2014,9,85,42755.7052686,108866.235427,50813.414412
2014,10,85,36077.0220213,66170.3522619,34492.3522619
2014,11,85,38274.3848079,56174.6386262,23277.5647362
2014,12,85,52849.2477669,83198.283606,40513.0676435
2015,1,85,34329.2689841,65528.7484023,33850.7484023
2015,2,85,36801.8771696,57000.2361866,21301.9230245
2015,3,85,31678.0,51046.3260673,19368.3260673
2015,4,85,60382.5022476,86994.6486601,38622.0428889
2015,5,85,41798.2232834,46238.0873678,4439.86408444
2015,6,85,46451.5850968,49546.3077491,14735.4447438
2015,7,85,39775.9109855,60204.6953585,20428.784373
2015,8,85,46534.1155752,63135.9801707,28462.9934686
2015,9,85,39519.6901361,60652.2081959,28974.2081959
2015,10,85,46985.8437344,74172.0397721,42494.0397721
2015,11,85,33800.4383372,56273.4764556,22473.0381184
2015,12,85,47857.5986724,57452.5301526,9594.93148019
2016,1,85,48806.2744184,62259.9236507,26974.5975998
2016,2,85,35744.3322752,61248.8723391,29570.8723391
2016,3,85,54308.0121865,79436.0509535,47758.0509535
2016,4,85,31678.0,42132.0355119,10454.0355119
2016,5,85,53483.0645261,51019.1747251,10551.6502708
2016,6,85,43067.8323142,68695.9111235,33614.6290602
2016,7,85,57122.8776744,84594.394688,40187.0162365
2016,8,85,40004.2832148,62209.9526993,30531.9526993
2016,9,85,35043.5563829,72728.7345458,37685.178163
2016,10,85,41189.2717544,73970.1974962,32780.9257418
2016,11,85,69336.5419954,61090.3450945,10614.1974962
2016,12,85,33708.7096724,78781.389967,45072.6802945
2017,1,85,41256.5477438,90455.3839972,56028.4293026
2017,2,85,4554.17513577,75047.994357,45318.6649594
2014,1,86,10425.4706115,14618.6552171,6359.18333333
2014,2,86,17176.6970951,23884.5330712,12838.6852171
2014,3,86,25184.6051065,32740.7692178,14714.7727497
2014,4,86,15605.3667895,27655.1011258,9348.55258665
2014,5,86,19970.015532,29253.4551926,10940.7855106
2014,6,86,42450.6155584,45515.3842227,12119.435331
2014,7,86,15738.5207785,35898.5544791,20160.0337006
2014,8,86,30018.6037966,42386.9333483,24725.9824629
2014,9,86,32145.8655681,55164.7605782,31473.496807
2014,10,86,12025.6136505,53570.0102227,41544.3965722
2014,11,86,18915.2457228,59509.8208356,40594.5751128
2014,12,86,13020.8334613,47192.5982729,35988.2570919
2015,1,86,26326.189705,57032.8417416,36212.4743683
2015,2,86,7661.66666667,54058.4321182,36902.7986287
2015,3,86,20293.4709378,43457.8835486,31889.1678758
2015,4,86,49638.8181386,70437.1441651,34542.8961826
2015,5,86,7661.66666667,68629.1992106,53146.1975164
2015,6,86,16320.7773321,46768.7245608,30447.9472287
2015,7,86,30631.7554948,65342.6807856,41544.8764435
2015,8,86,20191.0963107,56607.7980306,20864.6861997
2015,9,86,21725.8710577,39216.4343623,22805.0694834
2015,10,86,21608.0462199,32539.8296299,23708.5467869
2015,11,86,18608.87583,36685.703514,25738.4943507
2015,12,86,15742.0580993,28315.5049689,16032.2785141
2016,1,86,7661.66666667,17572.8376587,5117.82784963
2016,2,86,25881.0466937,31169.9603976,9319.34810662
2016,3,86,10364.1508217,27055.9779359,13907.4296008
2016,4,86,12233.9733961,24162.9442076,11928.9708114
2016,5,86,19975.9143365,33057.7815357,17058.579623
2016,6,86,12631.2630011,37904.6553375,25578.8770704
2016,7,86,22220.8412638,44905.5721573,28873.8746709
2016,8,86,7661.66666667,35143.7950393,27482.1283726
2016,9,86,12448.5212911,39930.6496637,30519.5888361
2016,10,86,16834.847632,37783.5533617,24162.1489663
2016,11,86,43799.7311911,58623.9245913,24426.3920251
2016,12,86,31732.4381946,50650.3815088,30092.5959891
2017,1,86,24494.3437463,47121.8584022,28103.4763511
2017,2,86,4761.74220581,45387.3416601,32916.5664301
2014,1,87,29121.7470228,36372.9453498,7604.94534977
2014,2,87,35140.0025108,48784.2001744,13644.1976635
2014,3,87,31038.0890027,39502.5404331,10211.9347567
2014,4,87,33900.9289142,47364.9916938,14603.140546
2014,5,87,28768.0,52930.4827632,24162.4827632
2014,6,87,52684.1297157,51481.2937571,1894.43137188
2014,7,87,35626.4769169,57904.2823998,29136.2823998
2014,8,87,45009.8483597,53032.0649971,15210.101471
2014,9,87,59919.0387545,65698.861811,36930.861811
2014,10,87,33613.8815505,58281.3757527,29513.3757527
2014,11,87,42991.0372012,41627.5307061,0.0
2014,12,87,30933.33111,35542.3214829,6774.32148292
2015,1,87,43498.5260716,48590.6145054,12611.0888587
2015,2,87,31304.5275225,37498.8831336,8730.88313356
2015,3,87,33896.7503683,47907.1105105,14010.3601423
2015,4,87,36834.9607288,51794.8483084,14959.8875796
2015,5,87,34193.3199743,59507.7215836,30739.7215836
2015,6,87,29986.2045605,68985.8906907,38999.6861302
2015,7,87,43432.8191645,42286.5052036,11449.8906907
2015,8,87,31523.4944285,39703.0665749,8179.57214636
2015,9,87,48445.9955067,52658.0594077,6592.8914854
2015,10,87,32509.7903217,62817.8835246,32481.4900236
2015,11,87,59571.2678007,85852.1944208,38842.5228084
2015,12,87,47321.1705418,74517.5200157,29588.4038417
2016,1,87,45461.2009984,43250.4307504,8255.02891925
2016,2,87,39375.8626291,53858.2933795,23348.761733
2016,3,87,28768.0,48365.4461017,19597.4461017
2016,4,87,33044.2660955,52993.0524461,24223.7956058
2016,5,87,44887.9160199,59575.6935697,25657.9027515
2016,6,87,38612.8833515,45884.2983343,13382.2700958
2016,7,87,58675.6466165,55972.6335467,17845.4628165
2016,8,87,45721.182868,53624.9514524,20025.9616339
2016,9,87,45082.1335035,55050.3194368,26282.3194368
2016,10,87,34374.9729694,49927.105581,21159.105581
2016,11,87,44082.4771143,46763.1503365,2680.67322228
2016,12,87,37914.3732756,42004.4944,11086.2364846
2017,1,87,44106.5647243,39216.0047243,0.0
2017,2,87,0.0,14344.1701807,9114.17018074
2014,1,88,23414.377949,31884.2493314,12221.3944704
2014,2,88,16142.1285281,34920.1973532,20481.1973532
2014,3,88,21640.7599026,35411.9020424,20972.9020424
2014,4,88,25672.5561695,41833.4729517,25026.891201
2014,5,88,25166.7108416,45972.6813884,27627.9113859
2014,6,88,14439.0,38442.4470407,24003.4470407
