yeartime,monthtime,customerid,amount
2016,1,77,57201.1396574
2016,2,77,46955.4369702
2016,3,77,74806.4044794
2016,4,77,37494.8674356
2016,5,77,82209.0240441
2016,6,77,70422.0816046
2016,7,77,51899.1720193
2016,8,77,81040.4653853
2016,9,77,69386.2334317
2016,10,77,97985.6885104
2016,11,77,65296.3622096
2016,12,77,79929.6558668
2017,1,77,55633.902199
2017,2,77,39679.8863205
2014,1,78,26697.966308
2014,2,78,39545.6221648
2014,3,78,56522.5351203
2014,4,78,45109.8601736
2014,5,78,41812.9073963
2014,6,78,60436.9383853
2014,7,78,63975.2328784
2014,8,78,68709.0544657
2014,9,78,82556.4459838
2014,10,78,92167.5436808
2014,11,78,50234.1953615
2014,12,78,84506.5879241
2015,1,78,65484.3181007
2015,2,78,69562.7122732
2015,3,78,62680.7619083
2015,4,78,44083.1398064
2015,5,78,72815.4195718
2015,6,78,73343.0135979
2015,7,78,44117.6205502
2015,8,78,78126.8534663
2015,9,78,66637.4773402
2015,10,78,70551.8191528
2015,11,78,74201.7311053
2015,12,78,39650.7246248
2016,1,78,47125.2485472
2016,2,78,80822.0242988
2016,3,78,66511.5169478
2016,4,78,44381.3896735
2016,5,78,65958.0731904
2016,6,78,54478.7364953
2016,7,78,61534.9969117
2016,8,78,62446.3138334
2016,9,78,43606.5981621
2016,10,78,78033.0509186
2016,11,78,69691.9924738
2016,12,78,56317.4077751
2017,1,78,46012.0449342
2017,2,78,53759.4493279
2014,1,79,17152.022738
2014,2,79,16303.2752
2014,3,79,25503.3733165
2014,4,79,31804.6634396
2014,5,79,15562.1361927
2014,6,79,27176.7754879
2014,7,79,20525.9652805
2014,8,79,66190.1436447
2014,9,79,33037.966554
2014,10,79,32217.6212118
2014,11,79,26392.633458
2014,12,79,34410.8225499
2015,1,79,21974.4677544
2015,2,79,24228.3440794
2015,3,79,36501.5594477
2015,4,79,17969.0515555
2015,5,79,23363.7491479
2015,6,79,23301.824156
2015,7,79,36520.9939742
2015,8,79,36382.7999761
2015,9,79,20328.1766827
2015,10,79,61710.4293485
2015,11,79,34196.9996866
2015,12,79,29470.4129114
2016,1,79,36332.4241239
2016,2,79,19849.3957718
2016,3,79,30052.2580062
2016,4,79,22493.4407389
2016,5,79,51720.1592336
2016,6,79,29256.1236167
2016,7,79,52378.8557377
2016,8,79,39456.65409
2016,9,79,20662.5278402
2016,10,79,45878.6108492
2016,11,79,28532.4838967
2016,12,79,15200.9282089
2017,1,79,57746.9853909
2017,2,79,22090.1135735
2014,1,80,23301.4788027
2014,2,80,22291.7368264
2014,3,80,45346.912664
2014,4,80,44229.6354006
2014,5,80,30265.7835959
2014,6,80,63674.5136293
2014,7,80,32993.4021461
2014,8,80,35086.6984835
2014,9,80,55514.9915202
2014,10,80,37599.832405
2014,11,80,43681.9277614
2014,12,80,47673.4689342
2015,1,80,31962.823077
2015,2,80,46213.2169379
2015,3,80,37730.1797784
2015,4,80,39534.088799
2015,5,80,37329.0651171
2015,6,80,38640.9469565
2015,7,80,53312.1682702
2015,8,80,21792.5718132
2015,9,80,65314.6673657
2015,10,80,49597.7044456
2015,11,80,47563.1580091
2015,12,80,48095.7104161
2016,1,80,26155.9899047
2016,2,80,55348.1937136
2016,3,80,41714.5259709
2016,4,80,43924.1264138
2016,5,80,37315.6231726
2016,6,80,29658.3587327
2016,7,80,37599.690073
2016,8,80,26688.710949
2016,9,80,42970.053068
2016,10,80,57301.5255418
2016,11,80,37952.1825656
2016,12,80,62588.3001222
2017,1,80,26902.8211425
2017,2,80,40067.6528804
2014,1,81,15879.676556
2014,2,81,21276.1863754
2014,3,81,32225.4302467
2014,4,81,30915.8828549
2014,5,81,16476.4283703
2014,6,81,35101.1350495
2014,7,81,29498.898708
2014,8,81,33130.5082488
2014,9,81,36662.5337128
2014,10,81,31328.4589633
2014,11,81,38607.4846257
2014,12,81,13369.06099
2015,1,81,30945.3380664
2015,2,81,53620.6273798
2015,3,81,42565.0401906
2015,4,81,8128.40768022
2015,5,81,40900.6600283
2015,6,81,11428.0664469
2015,7,81,19529.3177137
2015,8,81,57785.1856981
2015,9,81,39656.8762326
2015,10,81,30241.8888412
2015,11,81,30706.1662895
2015,12,81,19542.735013
2016,1,81,20211.876057
2016,2,81,44522.9876425
2016,3,81,34108.5899866
2016,4,81,12472.4986932
2016,5,81,27375.1511461
2016,6,81,16376.9449061
2016,7,81,45303.4558567
2016,8,81,40969.1486799
2016,9,81,22099.1226513
2016,10,81,28218.0408554
2016,11,81,13032.5349829
2016,12,81,49075.1570881
2017,1,81,44988.1930755
2017,2,81,6720.67235111
2014,1,82,10646.475785
2014,2,82,30958.2233495
2014,3,82,43663.14959
2014,4,82,36580.5295275
2014,5,82,24016.9034705
2014,6,82,62004.3937153
2014,7,82,27074.319695
2014,8,82,27954.2083096
2014,9,82,32539.7752162
2014,10,82,33541.0363325
2014,11,82,31453.0401142
2014,12,82,35945.9537475
2015,1,82,31417.3758107
2015,2,82,38662.4733157
2015,3,82,20868.9043709
2015,4,82,17984.4614515
2015,5,82,52188.777419
2015,6,82,41134.8178334
2015,7,82,47173.550496
2015,8,82,54714.8206767
2015,9,82,40734.4476952
2015,10,82,43500.9558109
2015,11,82,35142.6166725
2015,12,82,37414.2509986
2016,1,82,30878.1927305
2016,2,82,29653.3392208
2016,3,82,18177.5163899
2016,4,82,22821.2797208
2016,5,82,36040.9037528
2016,6,82,20414.6731127
2016,7,82,21630.9471904
2016,8,82,56076.7053118
2016,9,82,26118.2439068
2016,10,82,30325.6765011
2016,11,82,31624.0982744
2016,12,82,49086.166129
2017,1,82,61497.4539484
2017,2,82,17123.2578407
2014,1,83,45352.9555531
2014,2,83,42686.2597169
2014,3,83,58074.4999138
2014,4,83,74735.2047551
2014,5,83,37266.2351257
2014,6,83,43788.1274865
2014,7,83,78008.7012094
2014,8,83,61118.3922504
2014,9,83,43929.8096846
2014,10,83,96510.6167527
2014,11,83,69770.8796807
2014,12,83,71876.8575075
2015,1,83,57037.1255328
2015,2,83,67508.3708127
2015,3,83,56605.9434483
2015,4,83,86466.6031182
2015,5,83,54514.6647733
2015,6,83,63914.4536606
2015,7,83,64608.4258417
2015,8,83,58363.2783554
2015,9,83,49883.4488759
2015,10,83,78799.2334754
2015,11,83,33518.2060116
2015,12,83,68689.3252312
2016,1,83,44687.1642518
2016,2,83,77048.3196007
2016,3,83,64859.5266619
2016,4,83,48278.9701319
2016,5,83,87116.4801281
2016,6,83,29496.0814096
2016,7,83,86297.7246121
2016,8,83,47319.330824
2016,9,83,73489.4485174
2016,10,83,64914.2111456
2016,11,83,46391.2145107
2016,12,83,71935.0186375
2017,1,83,59622.5287408
2017,2,83,37255.0323634
2013,12,84,20.0
2014,1,84,8364.28
2014,2,84,24226.1278775
2014,3,84,19601.0398523
2014,4,84,37092.9267036
2014,5,84,24026.7653847
2014,6,84,31834.7321154
2014,7,84,15716.144372
2014,8,84,36821.2578783
2014,9,84,36185.5136229
2014,10,84,25934.8547607
2014,11,84,37169.6698248
2014,12,84,23958.2050587
2015,1,84,28385.7448211
2015,2,84,34409.0385391
2015,3,84,16640.7384458
2015,4,84,28284.0145669
2015,5,84,20010.5733851
2015,6,84,29868.0776084
2015,7,84,41927.1080417
2015,8,84,30374.7559124
2015,9,84,36590.0516567
2015,10,84,45966.318352
2015,11,84,27994.1663985
2015,12,84,26520.8602782
2016,1,84,32183.7876692
2016,2,84,24541.6863116
2016,3,84,21587.7417482
2016,4,84,42320.3817013
2016,5,84,33229.6892862
2016,6,84,19434.5842262
2016,7,84,36195.6323388
2016,8,84,67470.8752994
2016,9,84,24215.2805245
2016,10,84,53929.9766769
2016,11,84,42768.9557382
2016,12,84,44111.3309299
2017,1,84,19770.0175087
2017,2,84,13547.4169132
2014,1,85,25440.94
2014,2,85,41073.2566608
2014,3,85,65338.1627091
2014,4,85,54103.6815853
2014,5,85,70561.2883745
2014,6,85,41598.7590208
2014,7,85,58933.2233834
2014,8,85,60282.3768877
2014,9,85,99858.7482356
2014,10,85,86692.3241714
2014,11,85,75646.9696057
2014,12,85,41103.0427871
2015,1,85,77494.5010589
2015,2,85,86500.2578339
2015,3,85,47908.661662
2015,4,85,42985.0304672
2015,5,85,106094.592963
2015,6,85,58399.8047155
2015,7,85,44372.963376
2015,8,85,69650.5885818
2015,9,85,50312.9442922
2015,10,85,83224.2201126
2015,11,85,64402.8540903
2015,12,85,61900.9849754
2016,1,85,63075.6809203
2016,2,85,51999.8235868
2016,3,85,53645.2926057
2016,4,85,92868.1021888
2016,5,85,55021.0785657
2016,6,85,44874.4498015
2016,7,85,74731.9756107
2016,8,85,94456.8632066
2016,9,85,54810.1340831
2016,10,85,68076.1317089
2016,11,85,97470.8343971
2016,12,85,31983.6648
2017,1,85,68686.6708775
2017,2,85,60577.7121586
2014,1,86,7184.76206115
2014,2,86,11639.099241
2014,3,86,20787.7489599
2014,4,86,35057.1967541
2014,5,86,11629.2795927
2014,6,86,41116.6329885
2014,7,86,19013.2973419
2014,8,86,32466.7501058
2014,9,86,21572.9305991
2014,10,86,21952.244006
2014,11,86,20834.155507
2014,12,86,31797.0603712
2015,1,86,17602.7218891
2015,2,86,31517.9897796
2015,3,86,22050.5830984
2015,4,86,26373.8375221
2015,5,86,31819.8360213
2015,6,86,26439.5302877
2015,7,86,40154.1844792
2015,8,86,46334.8445409
2015,9,86,31992.2834741
2015,10,86,25579.7663066
2015,11,86,26734.7049277
2015,12,86,26816.0541408
2016,1,86,27835.2771193
2016,2,86,11186.8608124
2016,3,86,29230.1141948
2016,4,86,13565.625456
2016,5,86,15563.4570084
2016,6,86,11462.6691994
2016,7,86,22594.2724097
2016,8,86,22294.2856836
2016,9,86,15833.4259654
2016,10,86,26495.7497731
2016,11,86,27324.7760757
2016,12,86,45140.3882519
2017,1,86,34310.2356524
2017,2,86,15477.0178708
2013,12,87,15.0
2014,1,87,48060.741573
2014,2,87,48070.3468108
2014,3,87,57050.1887439
2014,4,87,48871.4660753
2014,5,87,50877.2913096
2014,6,87,79794.3361108
2014,7,87,55603.8182425
2014,8,87,80357.5378289
2014,9,87,67325.3750253
2014,10,87,71564.5865456
2014,11,87,89098.0434318
2014,12,87,77047.618476
2015,1,87,44867.2330492
2015,2,87,67362.4400993
2015,3,87,32886.8040272
2015,4,87,59687.8966599
2015,5,87,32267.8466991
2015,6,87,26261.5122534
2015,7,87,104213.608887
2015,8,87,55795.0703805
2015,9,87,44955.3053507
2015,10,87,62705.2568459
2015,11,87,52655.3850742
2015,12,87,83796.040408
2016,1,87,83725.8753066
2016,2,87,52720.8535238
2016,3,87,37447.913754
2016,4,87,64085.8829381
2016,5,87,56544.3995232
2016,6,87,72607.7203537
2016,7,87,59518.3096372
2016,8,87,66788.4947808
2016,9,87,63334.9696216
2016,10,87,84949.816552
2016,11,87,84433.3190141
2016,12,87,65288.8326718
2017,1,87,70458.0398596
2017,2,87,37034.1545435
2014,1,88,12968.8486176
2014,2,88,20068.9005064
2014,3,88,29620.6752133
2014,4,88,31129.3508312
2014,5,88,28320.002405
2014,6,88,34258.6478556
2014,7,88,44371.8733985
2014,8,88,20503.4631704
2014,9,88,32753.3283812
2014,10,88,37404.6310397
2014,11,88,39271.3580292
2014,12,88,28880.0085116
2015,1,88,12445.0928916
2015,2,88,64836.6552801
2015,3,88,57572.2434689
2015,4,88,42320.6683875
2015,5,88,86288.663524
2015,6,88,29220.5927802
2015,7,88,31990.5358433
2015,8,88,42557.8999835
2015,9,88,30044.3410147
2015,10,88,48183.2509572
2015,11,88,33854.5454969
2015,12,88,40153.0378872
2016,1,88,44670.2129438
2016,2,88,21919.9286515
2016,3,88,40094.4880475
2016,4,88,49429.9958965
2016,5,88,25288.8945704
2016,6,88,24781.9637763
2016,7,88,18644.6671241
2016,8,88,23477.0682239
2016,9,88,25953.9629118
2016,10,88,44384.6082339
2016,11,88,35671.090747
2016,12,88,41313.508102
2017,1,88,42274.6379457
2017,2,88,15294.0620192
2014,1,89,26137.4813036
2014,2,89,27228.8503668
2014,3,89,33679.6185487
2014,4,89,46623.3323321
2014,5,89,30505.4831037
2014,6,89,38202.8407521
2014,7,89,55048.3155135
2014,8,89,25041.7977215
2014,9,89,70145.78746
2014,10,89,68645.6168594
2014,11,89,46785.4139151
2014,12,89,48142.5804518
2015,1,89,38159.2424
2015,2,89,34958.8324039
2015,3,89,52047.2663872
2015,4,89,52282.1463163
2015,5,89,34625.2720002
2015,6,89,48104.6732699
2015,7,89,56137.8536782
2015,8,89,40806.3848946
2015,9,89,56060.4949145
2015,10,89,80070.4606889
2015,11,89,78198.6380708
2015,12,89,38484.3415829
2016,1,89,47709.2473697
2016,2,89,38898.0159985
2016,3,89,29682.3371221
2016,4,89,62781.254025
2016,5,89,60020.8248138
2016,6,89,70150.3678352
2016,7,89,88704.2294823
2016,8,89,46533.2466076
2016,9,89,38483.3176493
2016,10,89,54173.2935634
2016,11,89,32967.0276291
2016,12,89,74086.1420636
2017,1,89,38410.3597717
2017,2,89,47086.159121
2014,1,90,26059.9462015
2014,2,90,45385.0540942
2014,3,90,42935.3121307
2014,4,90,37687.749549
2014,5,90,40478.4551153
2014,6,90,69236.378768
2014,7,90,45055.3506628
2014,8,90,52866.9210553
2014,9,90,44152.3932616
2014,10,90,70647.258007
2014,11,90,59768.0706215
2014,12,90,29308.3141813
2015,1,90,27324.3258932
2015,2,90,54694.7487252
2015,3,90,55777.7047018
2015,4,90,44817.4376707
2015,5,90,54476.2057109
2015,6,90,51134.345185
2015,7,90,31815.8862467
2015,8,90,54474.6078955
2015,9,90,35744.9892802
2015,10,90,61127.0911042
2015,11,90,58728.4363347
2015,12,90,28785.6624142
2016,1,90,62820.7683157
2016,2,90,50864.7455835
2016,3,90,39674.9036678
2016,4,90,49989.9961441
2016,5,90,75678.8311547
2016,6,90,72197.5654209
2016,7,90,84286.5666464
2016,8,90,63679.3820818
2016,9,90,72622.0625762
2016,10,90,60428.4322606
2016,11,90,90742.564154
2016,12,90,32640.8037338
2017,1,90,71388.4774423
2017,2,90,18953.7398743
2014,1,91,25210.4742922
2014,2,91,23345.16
2014,3,91,40332.3453221
2014,4,91,52520.6286593
2014,5,91,34092.5579538
2014,6,91,43752.9420564
2014,7,91,35578.2295353
2014,8,91,36469.230949
2014,9,91,44735.5353056
2014,10,91,57924.829682
2014,11,91,64235.5427274
2014,12,91,42500.4132659
2015,1,91,34708.9458682
2015,2,91,82727.477952
2015,3,91,33726.8887169
2015,4,91,40594.0454234
2015,5,91,53130.5802453
2015,6,91,48654.4838425
2015,7,91,63720.5745273
2015,8,91,76923.5447448
2015,9,91,52793.6479615
2015,10,91,61255.7575771
2015,11,91,56584.6739927
2015,12,91,47558.5336782
2016,1,91,38148.2403075
2016,2,91,37322.2786346
2016,3,91,56950.5346343
2016,4,91,42687.5244582
2016,5,91,49994.914437
2016,6,91,52326.6621372
2016,7,91,52444.6120566
2016,8,91,38409.8444976
2016,9,91,83460.8271673
2016,10,91,58186.7395064
2016,11,91,52465.1017957
2016,12,91,58535.3580542
2017,1,91,33788.9902297
2017,2,91,44228.9837039
2014,1,1,8469.0292344
2014,2,1,9983.31379252
2014,3,1,14602.9467453
2014,4,1,12740.4664159
2014,5,1,13151.464186
2014,6,1,21873.3951936
2014,7,1,21877.1878738
2014,8,1,10521.5722664
2014,9,1,25960.9980703
2014,10,1,16935.6711857
2014,11,1,23615.7013282
2014,12,1,14859.5903412
2015,1,1,16542.8876675
2015,2,1,14993.8986509
2015,3,1,11490.125706
2015,4,1,34386.1557337
2015,5,1,41231.3431404
2015,6,1,12413.5967989
2015,7,1,20447.4946193
2015,8,1,14694.6667013
2015,9,1,21640.8858067
2015,10,1,33853.9606235
2015,11,1,25186.9550477
2015,12,1,28051.089212
2016,1,1,31375.5396663
2016,2,1,7866.41357711
2016,3,1,33513.1246552
2016,4,1,47480.9082077
2016,5,1,23266.5081971
2016,6,1,17973.5329708
2016,7,1,16676.7372446
2016,8,1,32831.2236671
2016,9,1,58673.573096
2016,10,1,40281.5255241
2016,11,1,18940.4399507
2016,12,1,16720.7656368
2017,1,1,10413.072245
2017,2,1,15393.2267836
2014,1,2,8288.933024
2014,2,2,11809.5232463
2014,3,2,23120.3169566
2014,4,2,25977.6826226
2014,5,2,19248.9484411
2014,6,2,29186.9230936
2014,7,2,24425.8639022
2014,8,2,41834.856473
2014,9,2,34910.3857706
2014,10,2,28205.1909511
2014,11,2,34025.5015672
2014,12,2,36014.0957278
2015,1,2,30393.1387835
2015,2,2,17727.2006675
2015,3,2,24730.1794768
2015,4,2,32563.1105499
2015,5,2,29087.4026233
2015,6,2,28922.6411548
2015,7,2,19577.6386285
2015,8,2,29857.5015113
2015,9,2,28500.2552986
2015,10,2,30859.4246243
2015,11,2,40001.7935374
2015,12,2,19908.9132885
2016,1,2,22183.2390992
2016,2,2,21282.9398446
2016,3,2,16169.3533213
2016,4,2,17203.2538135
2016,5,2,20938.867769
2016,6,2,23396.9184674
2016,7,2,10112.545657
2016,8,2,27783.2957699
2016,9,2,29525.0653158
2016,10,2,24999.6840776
2016,11,2,23747.9885048
2016,12,2,28215.770797
2017,1,2,13193.7401797
2017,2,2,29067.6066662
2014,1,3,3365.98
2014,2,3,13518.5851698
2014,3,3,15186.3264853
2014,4,3,16675.6892677
2014,5,3,14446.6470603
2014,6,3,30506.4422209
2014,7,3,11599.9680573
2014,8,3,20088.5198091
2014,9,3,17788.9427179
2014,10,3,10879.9905447
2014,11,3,29402.755683
2014,12,3,19625.7453377
2015,1,3,13087.6890882
2015,2,3,21154.0090679
2015,3,3,16614.6634483
2015,4,3,4608.10470662
2015,5,3,22027.2169623
2015,6,3,29618.9661417
2015,7,3,14580.7029196
2015,8,3,18935.5187248
2015,9,3,58526.8102453
2015,10,3,36101.9856142
2015,11,3,25807.7471005
2015,12,3,14762.5137888
2016,1,3,16391.7991671
2016,2,3,16119.2774855
2016,3,3,25825.3945783
2016,4,3,14622.7517087
2016,5,3,7408.30363901
2016,6,3,6468.95918725
2016,7,3,61919.1868024
2016,8,3,12554.034983
2016,9,3,19728.517532
2016,10,3,32239.534347
2016,11,3,24129.0026895
2016,12,3,25883.9264643
2017,1,3,8467.43008446
2017,2,3,9667.44714716
2014,1,4,42439.4575082
2014,2,4,49038.8873683
2014,3,4,39416.0489998
2014,4,4,34860.0452761
2014,5,4,44294.270925
2014,6,4,46765.0764933
2014,7,4,27424.7080253
2014,8,4,59684.1758099
2014,9,4,52561.0114526
2014,10,4,42684.2117379
2014,11,4,68836.7596065
2014,12,4,51463.6317181
2015,1,4,37438.3877349
2015,2,4,42485.3405017
2015,3,4,54676.3756038
2015,4,4,63498.1302158
2015,5,4,81875.9921539
2015,6,4,60880.8530311
2015,7,4,43179.9628021
2015,8,4,53609.4490323
2015,9,4,52798.1024707
2015,10,4,50725.4935981
2015,11,4,91200.9341961
2015,12,4,24580.85575
2016,1,4,60294.5618128
2016,2,4,52590.3104937
2016,3,4,49356.495234
2016,4,4,79277.8690456
2016,5,4,58274.2804559
2016,6,4,74398.3998825
2016,7,4,71628.2557932
2016,8,4,41602.1846154
2016,9,4,46073.6290362
2016,10,4,41370.7897891
2016,11,4,42799.4909802
2016,12,4,28275.5385984
2017,1,4,66699.1289344
2017,2,4,31361.4467826
2013,12,5,20.0
2014,1,5,15297.1549313
2014,2,5,23398.8245875
2014,3,5,34712.4916073
2014,4,5,39283.2554535
2014,5,5,32657.7225714
2014,6,5,55314.8630285
2014,7,5,24659.0692241
2014,8,5,61913.0743802
2014,9,5,14747.6026951
2014,10,5,43973.6458719
2014,11,5,54769.9814933
2014,12,5,45463.5266907
2015,1,5,37676.5559031
2015,2,5,25901.098927
2015,3,5,57338.2739463
2015,4,5,62092.8640339
2015,5,5,41678.240547
2015,6,5,31502.5632372
2015,7,5,27551.1117138
2015,8,5,38827.2344438
2015,9,5,41613.2293508
2015,10,5,46556.9396159
2015,11,5,37633.6814764
2015,12,5,34178.7518349
2016,1,5,25047.6805384
2016,2,5,30872.2026053
2016,3,5,41428.4870078
2016,4,5,16054.4595141
2016,5,5,47778.9667714
2016,6,5,24609.69891
2016,7,5,50901.4633118
2016,8,5,20688.102559
2016,9,5,24007.8755076
2016,10,5,45603.0627304
2016,11,5,44727.8801056
2016,12,5,45227.292483
2017,1,5,31506.598468
2017,2,5,21807.3297814
2014,1,6,42366.843494
2014,2,6,45839.4208375
2014,3,6,39483.6192298
2014,4,6,30184.7434872
2014,5,6,29315.71335
2014,6,6,38424.7700738
2014,7,6,40826.2043404
2014,8,6,25807.5607063
2014,9,6,70965.7697233
2014,10,6,43305.5940142
2014,11,6,34932.4699901
2014,12,6,48212.0736493
2015,1,6,27780.4619828
2015,2,6,40509.7259231
2015,3,6,28707.5906438
2015,4,6,30022.6575814
2015,5,6,45534.9641132
2015,6,6,41144.8590397
2015,7,6,38709.8949141
2015,8,6,66354.6335079
2015,9,6,51902.6888378
2015,10,6,72784.3353644
2015,11,6,55549.3174112
2015,12,6,47693.0729191
2016,1,6,25252.0510449
2016,2,6,28656.8606768
2016,3,6,40498.7382878
2016,4,6,37428.0101385
2016,5,6,41581.153
2016,6,6,44539.0456794
2016,7,6,62989.4899373
2016,8,6,24728.6108965
2016,9,6,38472.0735525
2016,10,6,70189.0324193
2016,11,6,50728.5955276
2016,12,6,34508.4123851
2017,1,6,35098.1755135
2017,2,6,20028.2843116
2014,1,7,28970.4138446
2014,2,7,33574.6272876
2014,3,7,46520.1093214
2014,4,7,28143.5446139
2014,5,7,24036.7186976
2014,6,7,37032.6455903
2014,7,7,36683.0957962
2014,8,7,30974.7538999
2014,9,7,29794.6991317
2014,10,7,37012.8186577
2014,11,7,34785.8603858
2014,12,7,46264.2533701
2015,1,7,48221.0565756
2015,2,7,44373.045476
2015,3,7,44036.3316248
2015,4,7,57861.9070789
2015,5,7,53852.322257
2015,6,7,36937.0357455
2015,7,7,54563.8576344
2015,8,7,26867.6845742
2015,9,7,41169.7198257
2015,10,7,36923.5858085
2015,11,7,66217.8490297
2015,12,7,33246.8281614
2016,1,7,61309.9800345
2016,2,7,62627.9005108
2016,3,7,45963.7239373
2016,4,7,30794.3664027
2016,5,7,54429.6978715
2016,6,7,54457.6550262
2016,7,7,52227.3874523
2016,8,7,64125.7663978
2016,9,7,39379.7973699
2016,10,7,55916.8095469
2016,11,7,35462.1759389
2016,12,7,33419.3283015
2017,1,7,57130.2727101
2017,2,7,28339.6744331
2013,12,8,8.0
2014,1,8,7092.00374293
2014,2,8,8410.29761637
2014,3,8,11293.3365788
2014,4,8,8385.66122638
2014,5,8,26323.3889526
2014,6,8,9047.52029656
2014,7,8,9992.94831145
2014,8,8,7097.87815337
2014,9,8,10258.7880339
2014,10,8,16612.7225984
2014,11,8,17305.5720275
2014,12,8,9429.13550611
2015,1,8,9755.08851936
2015,2,8,16158.3205894
2015,3,8,19230.2347266
2015,4,8,9308.14191318
2015,5,8,37488.2951342
2015,6,8,17600.7150052
2015,7,8,21434.1039784
2015,8,8,8027.98729686
2015,9,8,11345.8698714
2015,10,8,17040.5994095
2015,11,8,26981.2058666
2015,12,8,27319.3278278
2016,1,8,22222.8265465
2016,2,8,13980.9808943
2016,3,8,10065.7770495
2016,4,8,5309.36472825
2016,5,8,18056.1516004
2016,6,8,13315.6560358
2016,7,8,14707.1017341
2016,8,8,18517.3201612
2016,9,8,18333.5755639
2016,10,8,21287.3651644
2016,11,8,22147.9869209
2016,12,8,3832.7888
2017,1,8,22436.164771
2017,2,8,2772.14263824
2013,12,9,23.0
2014,1,9,5097.09
2014,2,9,17787.5483608
2014,3,9,18402.9459927
2014,4,9,21669.6407877
2014,5,9,38695.8679702
2014,6,9,21665.2951241
2014,7,9,14607.4577273
2014,8,9,30998.4699871
2014,9,9,21168.9932744
2014,10,9,25189.6149498
2014,11,9,35553.0072611
2014,12,9,17352.260458
2015,1,9,36390.2455918
2015,2,9,19733.7809656
2015,3,9,19091.4254184
2015,4,9,31019.8025002
2015,5,9,21015.8422668
2015,6,9,49877.1696867
2015,7,9,32118.1084684
2015,8,9,20922.8036894
2015,9,9,28797.1169331
2015,10,9,44018.6792627
2015,11,9,16929.8405911
2015,12,9,20754.5638771
2016,1,9,31074.7765717
2016,2,9,15340.3883396
2016,3,9,25951.0579075
2016,4,9,22863.144393
2016,5,9,29165.4204976
2016,6,9,21769.0812843
2016,7,9,22468.2143983
2016,8,9,19423.7745833
2016,9,9,42439.9133299
2016,10,9,26556.7296242
2016,11,9,17608.1761034
2016,12,9,43141.1621528
2017,1,9,39450.2238742
2017,2,9,20247.8072724
2014,1,10,12216.4896447
2014,2,10,16171.1496195
2014,3,10,27068.2980049
2014,4,10,29684.5127695
2014,5,10,29613.4703211
2014,6,10,41217.5317513
2014,7,10,51022.3454266
2014,8,10,27782.1941073
2014,9,10,27072.333365
2014,10,10,39693.3772171
2014,11,10,40307.5405725
2014,12,10,32104.09944
2015,1,10,52520.3141779
2015,2,10,46914.5201818
2015,3,10,25475.9984068
2015,4,10,18901.3948741
2015,5,10,36278.7247475
2015,6,10,32401.6433357
2015,7,10,52833.4917135
2015,8,10,19322.1251725
2015,9,10,43038.0468664
2015,10,10,56760.8831815
2015,11,10,48362.9305222
2015,12,10,22619.4176232
2016,1,10,44595.2309518
2016,2,10,19673.1128836
2016,3,10,58056.9405155
2016,4,10,39036.1119257
2016,5,10,40141.7300254
2016,6,10,29845.1687681
2016,7,10,27893.2070511
2016,8,10,31216.3892753
2016,9,10,36006.616329
2016,10,10,64693.4605329
2016,11,10,20536.8026879
2016,12,10,36527.048437
2017,1,10,45329.117785
2017,2,10,32020.4005557
2013,12,11,1404.6
2014,1,11,24887.617602
2014,2,11,33288.18195
2014,3,11,45897.19723
2014,4,11,44127.9673378
2014,5,11,31922.3063616
2014,6,11,65077.0702392
2014,7,11,56528.570038
2014,8,11,40765.1190238
2014,9,11,48234.4874788
2014,10,11,54514.8219026
2014,11,11,62016.3725886
2014,12,11,47710.017422
2015,1,11,34728.4733701
2015,2,11,44479.3535593
2015,3,11,51225.8933064
2015,4,11,73882.5820556
2015,5,11,58923.8647342
2015,6,11,29287.0022487
2015,7,11,58388.9602323
2015,8,11,57401.5070871
2015,9,11,56457.1295108
2015,10,11,67310.3223397
2015,11,11,48583.3841029
2015,12,11,62431.8
2016,1,11,31068.2165216
2016,2,11,44594.958835
2016,3,11,52717.0284115
2016,4,11,45557.8407019
2016,5,11,44085.1809702
2016,6,11,33199.8697699
2016,7,11,28256.0747135
2016,8,11,24670.884369
2016,9,11,46341.2583724
2016,10,11,109070.45679
2016,11,11,54031.1012019
2016,12,11,64645.3591073
2017,1,11,37830.3109465
2017,2,11,32115.6329201
2013,12,12,33.0
2014,1,12,20905.8957289
2014,2,12,43443.2012837
2014,3,12,43633.688899
2014,4,12,19987.1335925
2014,5,12,48676.494715
2014,6,12,62200.466884
2014,7,12,49251.9968187
2014,8,12,42964.8843654
2014,9,12,41563.1354923
2014,10,12,49203.3956953
2014,11,12,82790.08227
2014,12,12,69223.5866296
2015,1,12,25390.5225479
2015,2,12,44405.5439317
2015,3,12,53041.2473918
2015,4,12,47605.809884
2015,5,12,64360.5155324
2015,6,12,54527.9279118
2015,7,12,27148.8277888
2015,8,12,57855.8120605
2015,9,12,53396.4853467
2015,10,12,47148.8529816
2015,11,12,73309.196488
2015,12,12,65507.9661462
2016,1,12,49870.123072
2016,2,12,45197.6634122
2016,3,12,46043.698257
2016,4,12,55672.1113174
2016,5,12,58974.9226873
2016,6,12,41528.4084512
2016,7,12,31110.8681701
2016,8,12,66135.3251751
2016,9,12,24894.6973053
2016,10,12,71926.6490834
2016,11,12,20659.3446406
2016,12,12,75632.1742041
2017,1,12,31058.0036371
2017,2,12,20427.34448
