id,ACCOUNTID,TRANSACTIONID,BALANCE,TRANSACTIONTYPEID,CLASSIFICATIONID,PASSID,comments,OClassificationid
19509,708666,11031,49425.7326274,1,None,None,None,None
19510,8888888888,11031,6772790.40294,2,None,None,None,None
19511,764406,11032,47507.8842205,1,None,None,None,None
19512,8888888888,11032,6777782.40294,2,None,None,None,None
19513,874008,11033,32417.621679,1,None,None,None,None
19514,8888888888,11033,6782949.40294,2,None,None,None,None
19515,475510,11034,11151.5455514,1,None,None,None,None
19516,8888888888,11034,6785140.40294,2,None,None,None,None
19517,960256,11035,44620.8264613,1,None,None,None,None
19518,8888888888,11035,6788264.40294,2,None,None,None,None
19519,962257,11036,43643.0719056,1,None,None,None,None
19520,8888888888,11036,6790051.40294,2,None,None,None,None
19521,940970,11037,40603.9789121,1,None,None,None,None
19522,8888888888,11037,6792366.40294,2,None,None,None,None
19523,943072,11038,21108.4612595,1,None,None,None,None
19524,8888888888,11038,6797573.40294,2,None,None,None,None
19525,749337,11039,34122.4249609,1,None,None,None,None
19526,8888888888,11039,6799843.40294,2,None,None,None,None
19527,486555,11040,32457.3245416,1,None,None,None,None
19528,8888888888,11040,6805602.40294,2,None,None,None,None
19529,930344,11041,42615.7806366,1,None,None,None,None
19530,8888888888,11041,6806995.40294,2,None,None,None,None
19531,602125,11042,9088.41349595,1,None,None,None,None
19532,8888888888,11042,6812225.40294,2,None,None,None,None
19533,752325,11043,16172.9711863,1,None,None,None,None
19534,8888888888,11043,6814850.40294,2,None,None,None,None
19535,893766,11044,79887.7193862,1,None,None,None,None
19536,8888888888,11044,6818660.40294,2,None,None,None,None
19537,624005,11045,6110.70314678,1,None,None,None,None
19538,8888888888,11045,6823287.40294,2,None,None,None,None
19539,275651,11046,24709.9405677,1,None,None,None,None
19540,8888888888,11046,6827508.40294,2,None,None,None,None
19541,908786,11047,37150.2202624,1,None,None,None,None
19542,8888888888,11047,6829199.40294,2,None,None,None,None
19543,844747,11048,24839.319934,1,None,None,None,None
19544,8888888888,11048,6831422.40294,2,None,None,None,None
19545,627076,11049,35702.0624003,1,None,None,None,None
19546,8888888888,11049,6834493.40294,2,None,None,None,None
19547,876359,11050,8598.19752077,1,None,None,None,None
19548,8888888888,11050,6838337.40294,2,None,None,None,None
19549,192134,11051,65544.5403699,1,None,None,None,None
19550,8888888888,11051,6844268.40294,2,None,None,None,None
19551,666203,11052,31822.4927867,1,None,None,None,None
19552,8888888888,11052,6848215.40294,2,None,None,None,None
19553,674477,11053,56015.7514422,1,None,None,None,None
19554,8888888888,11053,6854008.40294,2,None,None,None,None
19555,418939,11054,65630.1972496,1,None,None,None,None
19556,8888888888,11054,6856699.40294,2,None,None,None,None
19557,932297,11055,53906.2397403,1,None,None,None,None
19558,8888888888,11055,6858568.40294,2,None,None,None,None
19559,475510,11056,9590.32917422,1,None,None,None,None
19560,150467,11056,28298.5944123,2,None,None,None,None
19561,941307,11057,36321.7355816,1,None,None,None,None
19562,486555,11057,40430.3884497,2,None,None,None,None
19563,531934,11058,13137.8575966,1,None,None,None,None
19564,393938,11059,32362.6551307,1,None,None,None,None
19565,467280,11059,6628.49562919,2,None,None,None,None
19566,923660,11060,20512.6968582,1,None,None,None,None
19567,587734,11061,46731.4780237,1,None,None,None,None
19568,371491,11061,35348.9992599,2,None,None,None,None
19569,308183,11062,18286.244227,1,None,None,None,None
19570,749337,11062,37349.4092362,2,None,None,None,None
19571,486555,11063,35578.7418357,1,None,None,None,None
19572,471852,11064,49307.9250428,1,None,None,None,None
19573,203790,11064,28182.1948488,2,None,None,None,None
19574,844747,11065,22355.3879406,1,None,None,None,None
19575,969725,11065,115070.028254,2,None,None,None,None
19576,930344,11066,38354.2025729,1,None,None,None,None
19577,450148,11066,25005.0786286,2,None,None,None,None
19578,878538,11067,34404.0829248,1,None,None,None,None
19579,115528,11067,35439.760991,2,None,None,None,None
19580,752325,11068,14232.2146439,1,None,None,None,None
19581,936429,11069,36118.9003971,1,None,None,None,None
19582,891150,11069,50124.3587811,2,None,None,None,None
19583,636714,11070,44294.3735838,1,None,None,None,None
19584,844747,11070,27276.9850055,2,None,None,None,None
19585,165101,11071,19115.0184231,1,None,None,None,None
19586,873515,11072,36916.704892,1,None,None,None,None
19587,749337,11072,45453.0761637,2,None,None,None,None
19588,873515,11073,32855.8673538,1,None,None,None,None
19589,940970,11073,44664.8164502,2,None,None,None,None
19590,891150,11074,41603.2177883,1,None,None,None,None
19591,674477,11074,64536.892435,2,None,None,None,None
19592,602125,11075,8179.57214636,1,None,None,None,None
19593,699610,11075,35265.4713244,2,None,None,None,None
19594,220113,11076,8522.50622007,1,None,None,None,None
19595,751890,11076,36170.1651317,2,None,None,None,None
19596,914466,11077,33247.7995591,1,None,None,None,None
19597,524070,11077,24901.3005719,2,None,None,None,None
19598,880727,11078,30398.9551005,1,None,None,None,None
19599,587734,11078,51273.8506249,2,None,None,None,None
19600,745558,11079,45700.4904532,1,None,None,None,None
19601,589197,11079,38403.1651043,2,None,None,None,None
19602,880727,11080,24623.1536314,1,None,None,None,None
19603,712159,11080,61040.013853,2,None,None,None,None
19604,918862,11081,20026.2427657,1,None,None,None,None
19605,962257,11081,46903.1579372,2,None,None,None,None
19606,275651,11082,19767.9524542,1,None,None,None,None
19607,752325,11082,19174.2027575,2,None,None,None,None
19608,554762,11083,40737.5198333,1,None,None,None,None
19609,624005,11083,14454.5325102,2,None,None,None,None
19610,988304,11084,28056.432027,1,None,None,None,None
19611,627076,11084,41860.7913819,2,None,None,None,None
19612,554762,11085,32590.0158667,1,None,None,None,None
19613,752325,11085,27321.7067242,2,None,None,None,None
19614,930344,11086,30683.3620583,1,None,None,None,None
19615,674477,11086,72207.7329496,2,None,None,None,None
19616,220113,11087,7585.03053586,1,None,None,None,None
19617,491731,11087,61450.8699172,2,None,None,None,None
19618,918862,11088,17022.3063509,1,None,None,None,None
19619,878538,11088,37408.0193396,2,None,None,None,None
19620,236879,11089,19500.7138687,1,None,None,None,None
19621,962257,11089,51183.802445,2,None,None,None,None
19622,150467,11090,24902.7630828,1,None,None,None,None
19623,220113,11090,10980.8618653,2,None,None,None,None
19624,763673,11091,39479.0066671,1,None,None,None,None
19625,478877,11091,43205.6358504,2,None,None,None,None
19626,763673,11092,33557.1556671,1,None,None,None,None
19627,826972,11093,30533.8437095,1,None,None,None,None
19628,587734,11094,49735.6351061,1,None,None,None,None
19629,712159,11094,62578.2293718,2,None,None,None,None
19630,783774,11095,42254.3083071,1,None,None,None,None
19631,268381,11095,44645.1544524,2,None,None,None,None
19632,751890,11096,29297.8337567,1,None,None,None,None
19633,220113,11096,17853.1932403,2,None,None,None,None
19634,567538,11097,36372.8731259,1,None,None,None,None
19635,212335,11097,26908.9893762,2,None,None,None,None
19636,624005,11098,14020.8965349,1,None,None,None,None
19637,393938,11098,32796.291106,2,None,None,None,None
19638,636714,11099,43851.429848,1,None,None,None,None
19639,220113,11099,18296.1369762,2,None,None,None,None
19640,627076,11100,37674.7122437,1,None,None,None,None
19641,268381,11100,48831.2335906,2,None,None,None,None
19642,393938,11101,27548.8845291,1,None,None,None,None
19643,636714,11101,49098.836425,2,None,None,None,None
19644,125917,11102,5309.78259277,1,None,None,None,None
19645,918862,11102,17886.6895636,2,None,None,None,None
19646,450148,11103,20754.2152617,1,None,None,None,None
19647,220113,11103,22547.000343,2,None,None,None,None
19648,918862,11104,15740.286816,1,None,None,None,None
19649,471852,11104,51454.3277904,2,None,None,None,None
19650,163625,11105,29207.4319204,1,None,None,None,None
19651,930344,11106,24546.6896467,1,None,None,None,None
19652,624005,11106,20157.5689466,2,None,None,None,None
19653,166202,11107,16743.8968517,1,None,None,None,None
19654,826972,11107,32603.3141069,2,None,None,None,None
19655,165101,11108,17012.3663966,1,None,None,None,None
19656,308183,11108,20388.8962536,2,None,None,None,None
19657,962257,11109,45553.584176,1,None,None,None,None
19658,969725,11109,120700.246522,2,None,None,None,None
19659,486555,11110,28462.9934686,1,None,None,None,None
19660,943992,11110,44410.4812569,2,None,None,None,None
19661,166202,11111,13395.1174814,1,None,None,None,None
19662,936179,11111,77880.407513,2,None,None,None,None
19663,891150,11112,35778.7672979,1,None,None,None,None
19664,371491,11112,41173.4497502,2,None,None,None,None
19665,962257,11113,42364.8332837,1,None,None,None,None
19666,371491,11113,44362.2006426,2,None,None,None,None
19667,712159,11114,53817.2772597,1,None,None,None,None
19668,518480,11114,34673.9761326,2,None,None,None,None
19669,268381,11115,42971.4855597,1,None,None,None,None
19670,763673,11115,39416.9036979,2,None,None,None,None
19671,940970,11116,38858.3903117,1,None,None,None,None
19672,627076,11116,43481.1383822,2,None,None,None,None
19673,166202,11117,12859.3127821,1,None,None,None,None
19674,873515,11117,33391.6720531,2,None,None,None,None
19675,470262,11118,8591.72789391,1,None,None,None,None
19676,932991,11119,51792.8733172,1,None,None,None,None
19677,450148,11119,31362.394134,2,None,None,None,None
19678,954873,11120,20925.7073333,1,None,None,None,None
19679,620127,11120,100851.843023,2,None,None,None,None
19680,936179,11121,63083.1300855,1,None,None,None,None
19681,666203,11121,46619.7702142,2,None,None,None,None
19682,697202,11122,16167.5170492,1,None,None,None,None
19683,764406,11122,50139.8056006,2,None,None,None,None
19684,921658,11123,12277.9853297,1,None,None,None,None
19685,954873,11123,22760.3488194,2,None,None,None,None
19686,308183,11124,13864.4494524,1,None,None,None,None
19687,413103,11125,27066.4459047,1,None,None,None,None
19688,305156,11125,54438.0125705,2,None,None,None,None
19689,932297,11126,47437.4909714,1,None,None,None,None
19690,371491,11126,50830.9494114,2,None,None,None,None
19691,371491,11127,44222.9259879,1,None,None,None,None
19692,212335,11127,33517.0127997,2,None,None,None,None
19693,930344,11128,20864.6861997,1,None,None,None,None
19694,478877,11128,46887.6392974,2,None,None,None,None
19695,674477,11129,58488.2636892,1,None,None,None,None
19696,554762,11129,46309.4851271,2,None,None,None,None
19697,745558,11130,39759.4266943,1,None,None,None,None
19698,918519,11130,45119.9949498,2,None,None,None,None
19699,826972,11131,32277.2809659,1,None,None,None,None
19700,674477,11131,58814.2968302,2,None,None,None,None
19701,308183,11132,11646.13754,1,None,None,None,None
19702,236879,11132,21719.0257811,2,None,None,None,None
19703,184756,11133,26668.2415862,1,None,None,None,None
19704,420727,11133,38119.5646407,2,None,None,None,None
19705,212335,11134,21786.0583198,1,None,None,None,None
19706,624005,11134,31888.5234265,2,None,None,None,None
19707,467280,11135,6031.93102256,1,None,None,None,None
19708,941307,11136,31599.909956,1,None,None,None,None
19709,236879,11136,26440.8514067,2,None,None,None,None
19710,305156,11137,52260.4920677,1,None,None,None,None
19711,988304,11137,30233.9525298,2,None,None,None,None
19712,876359,11138,6964.53999182,1,None,None,None,None
19713,699610,11138,36899.1288533,2,None,None,None,None
19714,962257,11139,36857.4049568,1,None,None,None,None
19715,954873,11139,28267.7771463,2,None,None,None,None
19716,475510,11140,7768.16663112,1,None,None,None,None
19717,699610,11140,38721.2913964,2,None,None,None,None
19718,943072,11141,16886.7690076,1,None,None,None,None
19719,165101,11141,21234.0586485,2,None,None,None,None
19720,518480,11142,28432.6604287,1,None,None,None,None
19721,874008,11142,38658.9373829,2,None,None,None,None
19722,674477,11143,47051.4374642,1,None,None,None,None
19723,589197,11143,50166.0244703,2,None,None,None,None
19724,921658,11144,10804.6270902,1,None,None,None,None
19725,475510,11144,9241.52487069,2,None,None,None,None
19726,524070,11145,20668.0794747,1,None,None,None,None
19727,236879,11145,30674.0725039,2,None,None,None,None
19728,420727,11146,32401.6299446,1,None,None,None,None
19729,308183,11146,17364.0722361,2,None,None,None,None
19730,203790,11147,27054.9070548,1,None,None,None,None
19731,518505,11147,21949.8772851,2,None,None,None,None
19732,467280,11148,5066.82205895,1,None,None,None,None
19733,921658,11148,11769.7360538,2,None,None,None,None
19734,420727,11149,29161.4669501,1,None,None,None,None
19735,627076,11149,46721.3013767,2,None,None,None,None
19736,936429,11150,31784.6323494,1,None,None,None,None
19737,988304,11150,34568.2205774,2,None,None,None,None
19738,923660,11151,17230.6653609,1,None,None,None,None
19739,751890,11151,32579.865254,2,None,None,None,None
19740,918519,11152,41059.1954043,1,None,None,None,None
19741,478877,11152,50948.4388428,2,None,None,None,None
19742,663702,11153,63226.6490533,1,None,None,None,None
19743,962257,11153,37496.0579776,2,None,None,None,None
19744,166202,11154,10287.4502257,1,None,None,None,None
19745,954873,11154,30839.6397027,2,None,None,None,None
19746,828379,11155,34235.3177302,1,None,None,None,None
19747,467280,11155,25173.2785037,2,None,None,None,None
19748,531934,11156,10641.6646533,1,None,None,None,None
19749,699610,11156,41217.4843398,2,None,None,None,None
19750,125917,11157,4778.80433349,1,None,None,None,None
19751,876359,11157,7495.5182511,2,None,None,None,None
19752,192134,11158,63578.2041588,1,None,None,None,None
19753,962257,11158,39462.3941887,2,None,None,None,None
19754,666203,11159,41491.5954906,1,None,None,None,None
19755,930344,11159,25992.8609232,2,None,None,None,None
19756,237738,11160,36176.8002653,1,None,None,None,None
19757,163625,11160,33678.7218409,2,None,None,None,None
19758,567538,11161,31280.6708883,1,None,None,None,None
19759,212335,11161,26878.2605574,2,None,None,None,None
19760,871572,11162,27846.8292605,1,None,None,None,None
19761,954873,11162,34281.382645,2,None,None,None,None
19762,620127,11163,81689.9928486,1,None,None,None,None
19763,518480,11164,24736.414573,1,None,None,None,None
19764,923660,11164,20926.9112166,2,None,None,None,None
19765,768282,11165,42205.0294982,1,None,None,None,None
19766,166202,11165,16042.6815209,2,None,None,None,None
19767,163625,11166,28626.9135647,1,None,None,None,None
19768,674477,11166,52103.2457403,2,None,None,None,None
19769,413103,11167,22194.4856418,1,None,None,None,None
19770,393938,11167,32420.8447919,2,None,None,None,None
19771,475510,11168,7670.46564267,1,None,None,None,None
19772,960256,11168,46191.8856893,2,None,None,None,None
19773,751890,11169,26389.6908557,1,None,None,None,None
19774,418939,11170,53816.7617447,1,None,None,None,None
19775,165101,11170,33047.4941534,2,None,None,None,None
19776,908786,11171,32692.1938309,1,None,None,None,None
19777,844747,11171,31735.011437,2,None,None,None,None
19778,781588,11172,2464.17638485,1,None,None,None,None
19779,491731,11172,62066.9140134,2,None,None,None,None
19780,150467,11173,23906.6525595,1,None,None,None,None
19781,781588,11174,2069.90816328,1,None,None,None,None
19782,220113,11174,22941.2685646,2,None,None,None,None
19783,125917,11175,4061.98368347,1,None,None,None,None
19784,478877,11176,40758.7510743,1,None,None,None,None
19785,524070,11176,30857.7672433,2,None,None,None,None
19786,708666,11177,44483.1593647,1,None,None,None,None
19787,470262,11178,7217.05143088,1,None,None,None,None
19788,393851,11178,7697.24077984,2,None,None,None,None
19789,697202,11179,13742.3894918,1,None,None,None,None
19790,839923,11179,66848.4612627,2,None,None,None,None
19791,150467,11180,20320.6546755,1,None,None,None,None
19792,491731,11180,65652.9118973,2,None,None,None,None
19793,212335,11181,23921.6518961,1,None,None,None,None
19794,475510,11181,10627.074304,2,None,None,None,None
19795,237738,11182,31835.5842335,1,None,None,None,None
19796,589197,11183,44647.7617786,1,None,None,None,None
19797,873515,11183,38909.9347448,2,None,None,None,None
19798,567538,11184,26588.570255,1,None,None,None,None
19799,943072,11184,21578.8696409,2,None,None,None,None
19800,470262,11185,5917.98217332,1,None,None,None,None
19801,891150,11185,37077.8365555,2,None,None,None,None
19802,936429,11186,26699.0911735,1,None,None,None,None
19803,708666,11187,38700.3486473,1,None,None,None,None
19804,932991,11188,49721.1583846,1,None,None,None,None
19805,921658,11188,13841.4509865,2,None,None,None,None
19806,876359,11189,6745.96642599,1,None,None,None,None
19807,203790,11189,27804.45888,2,None,None,None,None
19808,893766,11190,67105.6842844,1,None,None,None,None
19809,624005,11190,44670.5585283,2,None,None,None,None
19810,764406,11191,40111.8444805,1,None,None,None,None
19811,893766,11191,77133.6454045,2,None,None,None,None
19812,524070,11192,29006.3012087,1,None,None,None,None
19813,712159,11192,55668.7432943,2,None,None,None,None
19814,237738,11193,26741.8907561,1,None,None,None,None
19815,305156,11193,57354.185545,2,None,None,None,None
19816,531934,11194,9258.24824836,1,None,None,None,None
19817,306189,11195,33605.4875508,1,None,None,None,None
19818,486555,11195,35346.0451356,2,None,None,None,None
19819,936179,11196,55513.1544752,1,None,None,None,None
19820,918862,11196,23310.2624263,2,None,None,None,None
19821,874008,11197,33246.6861493,1,None,None,None,None
19822,878538,11197,42820.2705732,2,None,None,None,None
19823,967879,11198,30729.8102132,1,None,None,None,None
19824,876359,11199,5531.69246931,1,None,None,None,None
19825,371491,11199,45437.1999446,2,None,None,None,None
19826,268381,11200,36955.4775814,1,None,None,None,None
19827,932297,11200,53453.4989498,2,None,None,None,None
19828,475510,11201,9139.28390143,1,None,None,None,None
19829,345727,11201,39694.1545911,2,None,None,None,None
19830,420727,11202,24204.0175686,1,None,None,None,None
19831,844747,11202,36692.4608185,2,None,None,None,None
19832,115528,11203,35439.760991,1,None,None,None,None
19833,839923,11203,66848.4612627,2,None,None,None,None
19834,587734,11204,40285.864436,1,None,None,None,None
19835,969725,11204,130150.017193,2,None,None,None,None
19836,518480,11205,21768.0448242,1,None,None,None,None
19837,940970,11205,41826.7600604,2,None,None,None,None
19838,624937,11206,62333.4869976,1,None,None,None,None
19839,923660,11206,28631.050059,2,None,None,None,None
19840,674477,11207,42724.6615071,1,None,None,None,None
19841,891272,11207,29151.8968143,2,None,None,None,None
19842,220113,11208,20188.3163369,1,None,None,None,None
19843,932297,11209,45435.4741073,1,None,None,None,None
19844,554762,11209,54327.5099696,2,None,None,None,None
19845,745558,11210,34193.1069571,1,None,None,None,None
19846,471852,11210,57020.6475276,2,None,None,None,None
19847,531934,11211,8332.42342352,1,None,None,None,None
19848,475510,11211,10065.1087263,2,None,None,None,None
19849,220113,11212,17160.0688863,1,None,None,None,None
19850,470262,11212,8946.22962385,2,None,None,None,None
19851,764406,11213,38908.489146,1,None,None,None,None
19852,943992,11213,45613.8365914,2,None,None,None,None
19853,486555,11214,31457.9801707,1,None,None,None,None
19854,891150,11214,40965.9015204,2,None,None,None,None
19855,491731,11215,52522.3295179,1,None,None,None,None
19856,871572,11216,23948.2731641,1,None,None,None,None
19857,914466,11216,37146.3556556,2,None,None,None,None
19858,275651,11217,17395.7981597,1,None,None,None,None
19859,624005,11218,40203.5026755,1,None,None,None,None
19860,752325,11218,31788.762577,2,None,None,None,None
19861,954873,11219,28453.5475953,1,None,None,None,None
19862,518480,11219,27595.8798739,2,None,None,None,None
19863,954873,11220,25323.6573599,1,None,None,None,None
19864,751890,11220,29519.5810912,2,None,None,None,None
19865,763673,11221,33504.3681432,1,None,None,None,None
19866,876359,11221,11444.228024,2,None,None,None,None
19867,891272,11222,24487.593324,1,None,None,None,None
19868,708666,11222,43364.6521375,2,None,None,None,None
19869,871572,11223,19637.5839945,1,None,None,None,None
19870,305156,11223,61664.8747145,2,None,None,None,None
19871,674477,11224,35461.4690509,1,None,None,None,None
19872,839923,11224,74111.6537189,2,None,None,None,None
19873,500724,11225,51912.8862842,1,None,None,None,None
19874,936179,11225,58245.4116481,2,None,None,None,None
19875,268381,11226,31412.1559442,1,None,None,None,None
19876,554762,11226,59870.8316068,2,None,None,None,None
19877,125917,11227,3818.26466246,1,None,None,None,None
19878,554762,11227,60114.5506278,2,None,None,None,None
19879,275651,11228,17221.8401781,1,None,None,None,None
19880,941307,11228,31773.8679376,2,None,None,None,None
19881,554762,11229,51097.3680336,1,None,None,None,None
19882,936429,11229,35716.2737677,2,None,None,None,None
19883,914466,11230,28602.6938548,1,None,None,None,None
19884,826972,11230,40820.9427666,2,None,None,None,None
19885,203790,11231,27248.3697024,1,None,None,None,None
19886,893318,11231,26897.2559181,2,None,None,None,None
19887,763673,11232,27138.538196,1,None,None,None,None
19888,844747,11232,43058.2907657,2,None,None,None,None
19889,567538,11233,22334.3990142,1,None,None,None,None
19890,893766,11233,81387.8166453,2,None,None,None,None
19891,306189,11234,29572.8290447,1,None,None,None,None
19892,567538,11234,26367.0575203,2,None,None,None,None
19893,275651,11235,14466.3457496,1,None,None,None,None
19894,602125,11235,10935.0665749,2,None,None,None,None
19895,768282,11236,39250.6774333,1,None,None,None,None
19896,163625,11236,31581.2656296,2,None,None,None,None
19897,305156,11237,49331.8997716,1,None,None,None,None
19898,500724,11237,64245.8612272,2,None,None,None,None
19899,891272,11238,31064.9266573,2,None,None,None,None
19900,567538,11239,35748.0575203,2,None,None,None,None
19901,500724,11240,69242.1945605,2,None,None,None,None
19902,914466,11241,51400.3605215,2,None,None,None,None
19903,783774,11242,57228.6416404,2,None,None,None,None
19904,663702,11243,82540.9823867,2,None,None,None,None
19905,636714,11244,67163.5030916,2,None,None,None,None
19906,878538,11245,46557.6039066,2,None,None,None,None
19907,450148,11246,39028.7274673,2,None,None,None,None
19908,839923,11247,89323.3203856,2,None,None,None,None
19909,891150,11248,64376.5681871,2,None,None,None,None
19910,620127,11249,101363.992849,2,None,None,None,None
19911,212335,11250,40599.6518961,2,None,None,None,None
19912,893318,11251,36788.9225848,2,None,None,None,None
19913,524070,11252,50619.634542,2,None,None,None,None
19914,763673,11253,36020.2048627,2,None,None,None,None
19915,115528,11254,50054.4276577,2,None,None,None,None
19916,220113,11255,34876.0688863,2,None,None,None,None
19917,478877,11256,47975.0844076,2,None,None,None,None
19918,554762,11257,81433.0347003,2,None,None,None,None
19919,871572,11258,34761.9173279,2,None,None,None,None
19920,672289,11259,39405.2071484,2,None,None,None,None
19921,768282,11260,61063.3441,2,None,None,None,None
19922,393938,11261,42547.8447919,2,None,None,None,None
19923,345727,11262,53162.8212578,2,None,None,None,None
19924,954873,11263,50284.9906932,2,None,None,None,None
19925,932991,11264,79874.8250512,2,None,None,None,None
19926,184756,11265,43639.2415862,2,None,None,None,None
19927,967879,11266,38796.8102132,2,None,None,None,None
19928,393851,11267,23999.5741132,2,None,None,None,None
19929,470262,11268,33434.5629572,2,None,None,None,None
19930,305156,11269,77499.8997716,2,None,None,None,None
19931,589197,11270,56355.4284453,2,None,None,None,None
19932,371491,11271,78028.5332779,2,None,None,None,None
19933,923660,11272,36451.7167257,2,None,None,None,None
19934,125917,11273,30887.2646625,2,None,None,None,None
19935,308183,11274,26383.7389028,2,None,None,None,None
19936,918862,11275,51326.2624263,2,None,None,None,None
19937,880727,11276,40790.4869647,2,None,None,None,None
19938,712159,11277,86199.7432943,2,None,None,None,None
19939,918519,11278,49472.862071,2,None,None,None,None
19940,150467,11279,28701.9880089,2,None,None,None,None
19941,936179,11280,66074.7449814,2,None,None,None,None
19942,699610,11281,59527.4843398,2,None,None,None,None
19943,236879,11282,55378.0725039,2,None,None,None,None
19944,237738,11283,48427.8907561,2,None,None,None,None
19945,518505,11284,54482.2106184,2,None,None,None,None
19946,166202,11285,37385.0148542,2,None,None,None,None
19947,697202,11286,17794.0561585,2,None,None,None,None
19948,873515,11287,49027.2680782,2,None,None,None,None
19949,491731,11288,80371.9961845,2,None,None,None,None
19950,306189,11289,38677.8290447,2,None,None,None,None
19951,943992,11290,75509.8365914,2,None,None,None,None
19952,163625,11291,45732.9322963,2,None,None,None,None
19953,826972,11292,71341.6094333,2,None,None,None,None
19954,941307,11293,52017.2012709,2,None,None,None,None
19955,467280,11294,51678.9451703,2,None,None,None,None
19956,624937,11295,80375.1536643,2,None,None,None,None
19957,518480,11296,60161.5465405,2,None,None,None,None
19958,936429,11297,50070.2737677,2,None,None,None,None
19959,828379,11298,56775.6510635,2,None,None,None,None
19960,203790,11299,48933.036369,2,None,None,None,None
19961,165101,11300,55345.1608201,2,None,None,None,None
19962,420727,11301,50502.6842353,2,None,None,None,None
19963,745558,11302,52231.1069571,2,None,None,None,None
19964,781588,11303,29208.9081633,2,None,None,None,None
19965,531934,11304,36063.7567569,2,None,None,None,None
19966,471852,11305,85407.6475276,2,None,None,None,None
19967,413103,11306,46055.1523085,2,None,None,None,None
19968,268381,11307,36163.8226108,2,None,None,None,None
19969,921658,11308,25399.7843198,2,None,None,None,None
19970,988304,11309,60124.8872441,2,None,None,None,None
19971,587734,11310,71347.5311026,2,None,None,None,None
19972,751890,11311,53192.9144245,2,None,None,None,None
19973,969725,11312,155988.350526,2,None,None,None,None
19974,708666,11313,54975.6521375,2,None,None,None,None
19975,764406,11314,66369.8224794,2,None,None,None,None
19976,874008,11315,61668.3528159,2,None,None,None,None
19977,475510,11316,22118.1087263,2,None,None,None,None
19978,960256,11317,63378.2190227,2,None,None,None,None
19979,962257,11318,49293.727522,2,None,None,None,None
19980,940970,11319,54561.4267271,2,None,None,None,None
19981,943072,11320,50220.2029742,2,None,None,None,None
19982,749337,11321,57939.7428304,2,None,None,None,None
19983,486555,11322,63135.9801707,2,None,None,None,None
19984,930344,11323,33654.5275899,2,None,None,None,None
19985,602125,11324,39703.0665749,2,None,None,None,None
19986,752325,11325,46227.762577,2,None,None,None,None
19987,893766,11326,102344.483312,2,None,None,None,None
19988,624005,11327,65656.8360088,2,None,None,None,None
19989,275651,11328,37682.3457496,2,None,None,None,None
19990,908786,11329,41993.1938309,2,None,None,None,None
19991,844747,11330,55285.9574324,2,None,None,None,None
19992,627076,11331,63611.3013767,2,None,None,None,None
19993,876359,11332,32590.8946907,2,None,None,None,None
19994,192134,11333,96200.8708255,2,None,None,None,None
19995,666203,11334,63201.5954906,2,None,None,None,None
19996,674477,11335,67329.1357175,2,None,None,None,None
19997,418939,11336,68619.095078,2,None,None,None,None
19998,932297,11337,55717.8074407,2,None,None,None,None
19999,602125,11338,35335.7292516,1,None,None,None,None
20000,420727,11338,54870.0215585,2,None,None,None,None
20001,184756,11339,38838.9250117,1,None,None,None,None
20002,554762,11339,86233.3512748,2,None,None,None,None
20003,624937,11340,68318.8806147,1,None,None,None,None
20004,275651,11340,49738.6187992,2,None,None,None,None
20005,962257,11341,41899.6683937,1,None,None,None,None
20006,371491,11341,85422.5924062,2,None,None,None,None
20007,674477,11342,55209.8912884,1,None,None,None,None
20008,393851,11342,36118.8185423,2,None,None,None,None
20009,115528,11343,42045.7192324,1,None,None,None,None
20010,305156,11343,85508.6081969,2,None,None,None,None
20011,962257,11344,36452.7115025,1,None,None,None,None
20012,125917,11344,36334.2215536,2,None,None,None,None
20013,697202,11345,16014.6505426,1,None,None,None,None
20014,918862,11345,53105.6680421,2,None,None,None,None
20015,486555,11346,56191.0223519,1,None,None,None,None
20016,764406,11346,73314.7802982,2,None,None,None,None
20017,936429,11347,44562.5436532,1,None,None,None,None
20018,941307,11347,57524.9313853,2,None,None,None,None
20019,420727,11348,49383.0194026,1,None,None,None,None
20020,880727,11348,46277.4891206,2,None,None,None,None
20021,871572,11349,29200.0105554,1,None,None,None,None
20022,930344,11349,39216.4343623,2,None,None,None,None
20023,932297,11350,45131.4240269,1,None,None,None,None
20024,751890,11350,63779.2978383,2,None,None,None,None
20025,125917,11351,29794.061674,1,None,None,None,None
20026,212335,11352,36539.6867065,1,None,None,None,None
20027,470262,11352,37494.5281468,2,None,None,None,None
20028,203790,11353,45018.3934595,1,None,None,None,None
20029,941307,11353,61439.5742949,2,None,None,None,None
20030,940970,11354,45831.5984507,1,None,None,None,None
20031,932991,11354,88604.6533276,2,None,None,None,None
20032,393938,11355,37016.624969,1,None,None,None,None
20033,962257,11355,41983.9313255,2,None,None,None,None
20034,954873,11356,43747.9419031,1,None,None,None,None
20035,712159,11356,92736.7920844,2,None,None,None,None
20036,184756,11357,28740.8045087,1,None,None,None,None
20037,467280,11357,61777.0656734,2,None,None,None,None
20038,587734,11358,58504.9755042,1,None,None,None,None
20039,918519,11358,62315.4176694,2,None,None,None,None
20040,932297,11359,39715.6531437,1,None,None,None,None
20041,891272,11360,25189.9465875,1,None,None,None,None
20042,9999999999,11360,25066173.2301,2,None,None,None,None
20043,567538,11361,31359.8739669,1,None,None,None,None
